job_id,job_title,company,company_type,location,job_description,skills_required,skills_count,search_term,source_website,posting_date,archive_timestamp,year,quarter,month,data_collection_method,scraped_date,is_english_title,has_deep_learning,has_cloud_skills,has_big_data
job_2019_0012,KI-Forscher,Fraunhofer-Gesellschaft,research,Hannover,"Fraunhofer-Gesellschaft is looking for a talented KI-Forscher to join our data science team. Must have experience with: NumPy, XGBoost, PyTorch, Python, Scala. Opportunity to work on large-scale machine learning systems.","NumPy, XGBoost, PyTorch, Python, Scala",5,ai/ml,stepstone_de,2019-08-05,20190805000000,2019,Q3,August,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0013,Maschinelles Lernen Ingenieur,Zalando SE,startups,Nürnberg,"We are seeking a Maschinelles Lernen Ingenieur to develop innovative solutions using artificial intelligence. Key requirements: NumPy, Keras, Deep Learning, SQL, pandas, Regression Analysis, Google Cloud Platform, Java, AWS. Strong background in statistics and mathematics preferred.","NumPy, Keras, Deep Learning, SQL, pandas, Regression Analysis, Google Cloud Platform, Java, AWS",9,machine learning,indeed_de,2019-02-28,20190228000000,2019,Q1,February,wayback_machine,2025-08-20 22:31:15,False,True,True,False
job_2019_0014,Business Intelligence Analyst,German Research Center for AI (DFKI),research,Dresden,"German Research Center for AI (DFKI) is looking for a talented Business Intelligence Analyst to join our data science team. Must have experience with: NumPy, XGBoost, pandas, Python, Java. Opportunity to work on large-scale machine learning systems.","NumPy, XGBoost, pandas, Python, Java",5,ai/ml,indeed_de,2019-04-02,20190402000000,2019,Q2,April,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0015,KI-Forscher,Daimler AG,automotive,Hamburg,"Join Daimler AG as a KI-Forscher and work on cutting-edge AI/ML projects. Required skills: Keras, XGBoost, PyTorch, Deep Learning, SQL, Python, Computer Vision, C++. Experience with data analysis and machine learning algorithms essential.","Keras, XGBoost, PyTorch, Deep Learning, SQL, Python, Computer Vision, C++",8,ai/ml,indeed_de,2019-10-04,20191004000000,2019,Q4,October,wayback_machine,2025-08-20 22:31:15,True,True,False,False
job_2019_0016,AI Developer,Commerzbank AG,finance,Berlin,"Commerzbank AG is looking for a talented AI Developer to join our data science team. Must have experience with: PyTorch, SQL, pandas, TensorFlow, Time Series Analysis, Risk Modeling, Python, C++. Opportunity to work on large-scale machine learning systems.","PyTorch, SQL, pandas, TensorFlow, Time Series Analysis, Risk Modeling, Python, C++",8,künstliche intelligenz,indeed_de,2019-05-04,20190504000000,2019,Q2,May,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0017,Predictive Analytics Specialist,Robert Bosch GmbH,automotive,Hamburg,"Robert Bosch GmbH is looking for a talented Predictive Analytics Specialist to join our data science team. Must have experience with: XGBoost, NumPy, Deep Learning, scikit-learn, SQL, Computer Vision, Scala, C++. Opportunity to work on large-scale machine learning systems.","XGBoost, NumPy, Deep Learning, scikit-learn, SQL, Computer Vision, Scala, C++",8,ai/ml,stepstone_de,2019-05-16,20190516000000,2019,Q2,May,wayback_machine,2025-08-20 22:31:15,True,True,False,False
job_2019_0018,Computer Vision Engineer,Accenture,consulting,Bremen,"Join Accenture as a Computer Vision Engineer and work on cutting-edge AI/ML projects. Required skills: Keras, scikit-learn, TensorFlow, R, Python. Experience with data analysis and machine learning algorithms essential.","Keras, scikit-learn, TensorFlow, R, Python",5,ai/ml,xing_jobs,2019-09-22,20190922000000,2019,Q3,September,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0019,Künstliche Intelligenz Entwickler,Rocket Internet,startups,Frankfurt am Main,"Rocket Internet is looking for a talented Künstliche Intelligenz Entwickler to join our data science team. Must have experience with: scikit-learn, Neural Networks, pandas, Random Forest, TensorFlow, Python. Opportunity to work on large-scale machine learning systems.","scikit-learn, Neural Networks, pandas, Random Forest, TensorFlow, Python",6,künstliche intelligenz,stepstone_de,2019-01-04,20190104000000,2019,Q1,January,wayback_machine,2025-08-20 22:31:15,False,False,False,False
job_2019_0020,Data Engineer,Continental AG,automotive,Nürnberg,"Join Continental AG as a Data Engineer and work on cutting-edge AI/ML projects. Required skills: NumPy, Deep Learning, PyTorch, pandas, R, Computer Vision, Scala, C++. Experience with data analysis and machine learning algorithms essential.","NumPy, Deep Learning, PyTorch, pandas, R, Computer Vision, Scala, C++",8,ai/ml,indeed_de,2019-10-20,20191020000000,2019,Q4,October,wayback_machine,2025-08-20 22:31:15,True,True,False,False
job_2019_0021,Data Analyst,Deutsche Telekom AG,large_tech,Düsseldorf,"Join Deutsche Telekom AG as a Data Analyst and work on cutting-edge AI/ML projects. Required skills: NumPy, Regression Analysis, pandas, TensorFlow, Docker, Clustering, Python, C++, AWS. Experience with data analysis and machine learning algorithms essential.","NumPy, Regression Analysis, pandas, TensorFlow, Docker, Clustering, Python, C++, AWS",9,ai/ml,indeed_de,2019-07-30,20190730000000,2019,Q3,July,wayback_machine,2025-08-20 22:31:15,True,False,True,False
job_2019_0022,Predictive Analytics Specialist,Volkswagen AG,automotive,Leipzig,"We are seeking a Predictive Analytics Specialist to develop innovative solutions using artificial intelligence. Key requirements: Deep Learning, PyTorch, scikit-learn, TensorFlow, R, Computer Vision, Java, C++. Strong background in statistics and mathematics preferred.","Deep Learning, PyTorch, scikit-learn, TensorFlow, R, Computer Vision, Java, C++",8,ai/ml,xing_jobs,2019-03-13,20190313000000,2019,Q1,March,wayback_machine,2025-08-20 22:31:15,True,True,False,False
job_2019_0023,Maschinelles Lernen Ingenieur,SAP SE,large_tech,Dresden,"We are seeking a Maschinelles Lernen Ingenieur to develop innovative solutions using artificial intelligence. Key requirements: NumPy, Deep Learning, PyTorch, Machine Learning, pandas, Docker. Strong background in statistics and mathematics preferred.","NumPy, Deep Learning, PyTorch, Machine Learning, pandas, Docker",6,machine learning,indeed_de,2019-01-08,20190108000000,2019,Q1,January,wayback_machine,2025-08-20 22:31:15,False,True,False,False
job_2019_0024,BI-Entwickler,Accenture,consulting,Dortmund,"Join Accenture as a BI-Entwickler and work on cutting-edge AI/ML projects. Required skills: NumPy, PyTorch, SQL, pandas, Scala. Experience with data analysis and machine learning algorithms essential.","NumPy, PyTorch, SQL, pandas, Scala",5,ai/ml,indeed_de,2019-08-21,20190821000000,2019,Q3,August,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0025,Machine Learning Engineer,Deutsche Bank AG,finance,Karlsruhe,"We are seeking a Machine Learning Engineer to develop innovative solutions using artificial intelligence. Key requirements: NumPy, XGBoost, SQL, TensorFlow, Time Series Analysis, Risk Modeling. Strong background in statistics and mathematics preferred.","NumPy, XGBoost, SQL, TensorFlow, Time Series Analysis, Risk Modeling",6,machine learning,xing_jobs,2019-10-05,20191005000000,2019,Q4,October,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0026,Machine Learning Engineer,Bayer AG,industrial,Dresden,"We are seeking a Machine Learning Engineer to develop innovative solutions using artificial intelligence. Key requirements: XGBoost, scikit-learn, TensorFlow, R, Python. Strong background in statistics and mathematics preferred.","XGBoost, scikit-learn, TensorFlow, R, Python",5,machine learning,indeed_de,2019-02-11,20190211000000,2019,Q1,February,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0027,Künstliche Intelligenz Entwickler,Rocket Internet,startups,Karlsruhe,"Rocket Internet is looking for a talented Künstliche Intelligenz Entwickler to join our data science team. Must have experience with: SVM, NumPy, XGBoost, Deep Learning, pandas, Python, Scala, Kubernetes, Google Cloud Platform. Opportunity to work on large-scale machine learning systems.","SVM, NumPy, XGBoost, Deep Learning, pandas, Python, Scala, Kubernetes, Google Cloud Platform",9,künstliche intelligenz,xing_jobs,2019-01-21,20190121000000,2019,Q1,January,wayback_machine,2025-08-20 22:31:15,False,True,True,False
job_2019_0028,Business Intelligence Analyst,Deutsche Bank AG,finance,Düsseldorf,"Join Deutsche Bank AG as a Business Intelligence Analyst and work on cutting-edge AI/ML projects. Required skills: Keras, PyTorch, SQL, TensorFlow, Time Series Analysis, Risk Modeling, Java, C++. Experience with data analysis and machine learning algorithms essential.","Keras, PyTorch, SQL, TensorFlow, Time Series Analysis, Risk Modeling, Java, C++",8,ai/ml,stepstone_de,2019-03-09,20190309000000,2019,Q1,March,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0029,Data Scientist,Delivery Hero,startups,München,"We are seeking a Data Scientist to develop innovative solutions using artificial intelligence. Key requirements: SVM, Keras, Deep Learning, scikit-learn, SQL, TensorFlow, Azure. Strong background in statistics and mathematics preferred.","SVM, Keras, Deep Learning, scikit-learn, SQL, TensorFlow, Azure",7,data science,xing_jobs,2019-10-03,20191003000000,2019,Q4,October,wayback_machine,2025-08-20 22:31:15,True,True,True,False
job_2019_0030,Künstliche Intelligenz Entwickler,Max Planck Institute,research,Dortmund,"Join Max Planck Institute as a Künstliche Intelligenz Entwickler and work on cutting-edge AI/ML projects. Required skills: Keras, SQL, pandas, TensorFlow, Python. Experience with data analysis and machine learning algorithms essential.","Keras, SQL, pandas, TensorFlow, Python",5,künstliche intelligenz,stepstone_de,2019-12-01,20191201000000,2019,Q4,December,wayback_machine,2025-08-20 22:31:15,False,False,False,False
job_2019_0031,Dateningenieur,SAP SE,large_tech,Dresden,"Join SAP SE as a Dateningenieur and work on cutting-edge AI/ML projects. Required skills: Keras, scikit-learn, SQL, pandas, Neural Networks, Azure, Time Series Analysis, Google Cloud Platform. Experience with data analysis and machine learning algorithms essential.","Keras, scikit-learn, SQL, pandas, Neural Networks, Azure, Time Series Analysis, Google Cloud Platform",8,ai/ml,indeed_de,2019-03-21,20190321000000,2019,Q1,March,wayback_machine,2025-08-20 22:31:15,False,False,True,False
job_2019_0032,Datenanalyst,Max Planck Institute,research,Köln,"Max Planck Institute is looking for a talented Datenanalyst to join our data science team. Must have experience with: Keras, scikit-learn, pandas, R, Java. Opportunity to work on large-scale machine learning systems.","Keras, scikit-learn, pandas, R, Java",5,ai/ml,stepstone_de,2019-01-23,20190123000000,2019,Q1,January,wayback_machine,2025-08-20 22:31:15,False,False,False,False
job_2019_0033,Research Scientist - AI,FlixBus,startups,Dresden,"Join FlixBus as a Research Scientist - AI and work on cutting-edge AI/ML projects. Required skills: Keras, XGBoost, Deep Learning, Regression Analysis, TensorFlow, Azure. Experience with data analysis and machine learning algorithms essential.","Keras, XGBoost, Deep Learning, Regression Analysis, TensorFlow, Azure",6,künstliche intelligenz,stepstone_de,2019-01-05,20190105000000,2019,Q1,January,wayback_machine,2025-08-20 22:31:15,True,True,True,False
job_2019_0034,BI-Entwickler,Allianz SE,finance,Stuttgart,"Allianz SE is looking for a talented BI-Entwickler to join our data science team. Must have experience with: Keras, XGBoost, PyTorch, SQL, Time Series Analysis, R, Risk Modeling, Python. Opportunity to work on large-scale machine learning systems.","Keras, XGBoost, PyTorch, SQL, Time Series Analysis, R, Risk Modeling, Python",8,ai/ml,xing_jobs,2019-04-18,20190418000000,2019,Q2,April,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0035,Datenanalyst,Volkswagen AG,automotive,Hamburg,"Volkswagen AG is looking for a talented Datenanalyst to join our data science team. Must have experience with: Keras, Deep Learning, PyTorch, pandas, R, Python, Computer Vision, C++. Opportunity to work on large-scale machine learning systems.","Keras, Deep Learning, PyTorch, pandas, R, Python, Computer Vision, C++",8,ai/ml,xing_jobs,2019-04-01,20190401000000,2019,Q2,April,wayback_machine,2025-08-20 22:31:15,False,True,False,False
job_2019_0036,Business Intelligence Analyst,Bayer AG,industrial,Hamburg,"Join Bayer AG as a Business Intelligence Analyst and work on cutting-edge AI/ML projects. Required skills: NumPy, PyTorch, scikit-learn, Python, Scala. Experience with data analysis and machine learning algorithms essential.","NumPy, PyTorch, scikit-learn, Python, Scala",5,ai/ml,stepstone_de,2019-12-26,20191226000000,2019,Q4,December,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0037,Datenanalyst,Commerzbank AG,finance,Dortmund,"Join Commerzbank AG as a Datenanalyst and work on cutting-edge AI/ML projects. Required skills: Keras, PyTorch, SQL, pandas, Time Series Analysis, R, Risk Modeling. Experience with data analysis and machine learning algorithms essential.","Keras, PyTorch, SQL, pandas, Time Series Analysis, R, Risk Modeling",7,ai/ml,stepstone_de,2019-04-27,20190427000000,2019,Q2,April,wayback_machine,2025-08-20 22:31:15,False,False,False,False
job_2019_0038,Maschinelles Lernen Ingenieur,Munich Re,finance,Essen,"We are seeking a Maschinelles Lernen Ingenieur to develop innovative solutions using artificial intelligence. Key requirements: Keras, XGBoost, scikit-learn, SQL, Time Series Analysis, Risk Modeling, Python, C++. Strong background in statistics and mathematics preferred.","Keras, XGBoost, scikit-learn, SQL, Time Series Analysis, Risk Modeling, Python, C++",8,machine learning,indeed_de,2019-10-02,20191002000000,2019,Q4,October,wayback_machine,2025-08-20 22:31:15,False,False,False,False
job_2019_0039,Data Analyst,Deutsche Telekom AG,large_tech,Nürnberg,"We are seeking a Data Analyst to develop innovative solutions using artificial intelligence. Key requirements: XGBoost, PyTorch, Machine Learning, SQL, TensorFlow, Azure, Clustering, Google Cloud Platform, C++. Strong background in statistics and mathematics preferred.","XGBoost, PyTorch, Machine Learning, SQL, TensorFlow, Azure, Clustering, Google Cloud Platform, C++",9,ai/ml,indeed_de,2019-06-10,20190610000000,2019,Q2,June,wayback_machine,2025-08-20 22:31:15,True,False,True,False
job_2019_0040,Maschinelles Lernen Ingenieur,Delivery Hero,startups,Nürnberg,"We are seeking a Maschinelles Lernen Ingenieur to develop innovative solutions using artificial intelligence. Key requirements: Keras, Deep Learning, pandas, TensorFlow, Clustering, Scala, Kubernetes. Strong background in statistics and mathematics preferred.","Keras, Deep Learning, pandas, TensorFlow, Clustering, Scala, Kubernetes",7,machine learning,xing_jobs,2019-12-10,20191210000000,2019,Q4,December,wayback_machine,2025-08-20 22:31:15,False,True,False,False
job_2019_0041,Data Analyst,Munich Re,finance,Düsseldorf,"Munich Re is looking for a talented Data Analyst to join our data science team. Must have experience with: PyTorch, scikit-learn, SQL, pandas, Time Series Analysis, R, Risk Modeling. Opportunity to work on large-scale machine learning systems.","PyTorch, scikit-learn, SQL, pandas, Time Series Analysis, R, Risk Modeling",7,ai/ml,xing_jobs,2019-12-23,20191223000000,2019,Q4,December,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0042,Künstliche Intelligenz Entwickler,Continental AG,automotive,Köln,"Continental AG is looking for a talented Künstliche Intelligenz Entwickler to join our data science team. Must have experience with: Keras, Deep Learning, PyTorch, scikit-learn, Python, Computer Vision, Java, C++. Opportunity to work on large-scale machine learning systems.","Keras, Deep Learning, PyTorch, scikit-learn, Python, Computer Vision, Java, C++",8,künstliche intelligenz,xing_jobs,2019-07-27,20190727000000,2019,Q3,July,wayback_machine,2025-08-20 22:31:15,False,True,False,False
job_2019_0043,Computer Vision Engineer,Max Planck Institute,research,Leipzig,"Max Planck Institute is looking for a talented Computer Vision Engineer to join our data science team. Must have experience with: PyTorch, scikit-learn, SQL, pandas, R. Opportunity to work on large-scale machine learning systems.","PyTorch, scikit-learn, SQL, pandas, R",5,ai/ml,indeed_de,2019-08-15,20190815000000,2019,Q3,August,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0044,Data Scientist,Commerzbank AG,finance,Essen,"Join Commerzbank AG as a Data Scientist and work on cutting-edge AI/ML projects. Required skills: NumPy, scikit-learn, SQL, pandas, Time Series Analysis, R, Risk Modeling, Java. Experience with data analysis and machine learning algorithms essential.","NumPy, scikit-learn, SQL, pandas, Time Series Analysis, R, Risk Modeling, Java",8,data science,indeed_de,2019-05-01,20190501000000,2019,Q2,May,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0045,Künstliche Intelligenz Entwickler,Robert Bosch GmbH,automotive,Essen,"We are seeking a Künstliche Intelligenz Entwickler to develop innovative solutions using artificial intelligence. Key requirements: Deep Learning, PyTorch, scikit-learn, SQL, pandas, Computer Vision, Scala, C++. Strong background in statistics and mathematics preferred.","Deep Learning, PyTorch, scikit-learn, SQL, pandas, Computer Vision, Scala, C++",8,künstliche intelligenz,stepstone_de,2019-02-07,20190207000000,2019,Q1,February,wayback_machine,2025-08-20 22:31:15,False,True,False,False
job_2019_0046,Maschinelles Lernen Ingenieur,Volkswagen AG,automotive,Nürnberg,"We are seeking a Maschinelles Lernen Ingenieur to develop innovative solutions using artificial intelligence. Key requirements: NumPy, XGBoost, Deep Learning, scikit-learn, Python, Computer Vision, Scala, C++. Strong background in statistics and mathematics preferred.","NumPy, XGBoost, Deep Learning, scikit-learn, Python, Computer Vision, Scala, C++",8,machine learning,indeed_de,2019-01-03,20190103000000,2019,Q1,January,wayback_machine,2025-08-20 22:31:15,False,True,False,False
job_2019_0047,BI-Entwickler,Rocket Internet,startups,Essen,"Rocket Internet is looking for a talented BI-Entwickler to join our data science team. Must have experience with: SVM, NumPy, XGBoost, pandas, Time Series Analysis, R, Scala, Kubernetes, Google Cloud Platform. Opportunity to work on large-scale machine learning systems.","SVM, NumPy, XGBoost, pandas, Time Series Analysis, R, Scala, Kubernetes, Google Cloud Platform",9,ai/ml,xing_jobs,2019-03-04,20190304000000,2019,Q1,March,wayback_machine,2025-08-20 22:31:15,True,False,True,False
job_2019_0048,BI-Entwickler,Capgemini,consulting,Hamburg,"Capgemini is looking for a talented BI-Entwickler to join our data science team. Must have experience with: Keras, NumPy, pandas, R, Java. Opportunity to work on large-scale machine learning systems.","Keras, NumPy, pandas, R, Java",5,ai/ml,stepstone_de,2019-09-01,20190901000000,2019,Q3,September,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0049,Business Intelligence Analyst,Fraunhofer-Gesellschaft,research,Leipzig,"Fraunhofer-Gesellschaft is looking for a talented Business Intelligence Analyst to join our data science team. Must have experience with: Keras, NumPy, pandas, R, Java. Opportunity to work on large-scale machine learning systems.","Keras, NumPy, pandas, R, Java",5,ai/ml,indeed_de,2019-02-09,20190209000000,2019,Q1,February,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0050,AI Developer,Volkswagen AG,automotive,Düsseldorf,"We are seeking a AI Developer to develop innovative solutions using artificial intelligence. Key requirements: Deep Learning, PyTorch, pandas, TensorFlow, R, Computer Vision, C++. Strong background in statistics and mathematics preferred.","Deep Learning, PyTorch, pandas, TensorFlow, R, Computer Vision, C++",7,künstliche intelligenz,xing_jobs,2019-12-22,20191222000000,2019,Q4,December,wayback_machine,2025-08-20 22:31:15,True,True,False,False
job_2019_0051,Machine Learning Engineer,Capgemini,consulting,Frankfurt am Main,"We are seeking a Machine Learning Engineer to develop innovative solutions using artificial intelligence. Key requirements: NumPy, XGBoost, PyTorch, SQL, Python. Strong background in statistics and mathematics preferred.","NumPy, XGBoost, PyTorch, SQL, Python",5,machine learning,indeed_de,2019-08-04,20190804000000,2019,Q3,August,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0052,KI-Forscher,Commerzbank AG,finance,Düsseldorf,"We are seeking a KI-Forscher to develop innovative solutions using artificial intelligence. Key requirements: NumPy, XGBoost, scikit-learn, SQL, Time Series Analysis, Risk Modeling, C++. Strong background in statistics and mathematics preferred.","NumPy, XGBoost, scikit-learn, SQL, Time Series Analysis, Risk Modeling, C++",7,ai/ml,indeed_de,2019-08-03,20190803000000,2019,Q3,August,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0053,Computer Vision Engineer,Munich Re,finance,Berlin,"Join Munich Re as a Computer Vision Engineer and work on cutting-edge AI/ML projects. Required skills: PyTorch, scikit-learn, SQL, pandas, Time Series Analysis, Risk Modeling, Scala, C++. Experience with data analysis and machine learning algorithms essential.","PyTorch, scikit-learn, SQL, pandas, Time Series Analysis, Risk Modeling, Scala, C++",8,ai/ml,xing_jobs,2019-07-19,20190719000000,2019,Q3,July,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0054,BI-Entwickler,Zalando SE,startups,Düsseldorf,"We are seeking a BI-Entwickler to develop innovative solutions using artificial intelligence. Key requirements: PyTorch, Machine Learning, Neural Networks, pandas, TensorFlow, Azure, Docker, Python, C++. Strong background in statistics and mathematics preferred.","PyTorch, Machine Learning, Neural Networks, pandas, TensorFlow, Azure, Docker, Python, C++",9,ai/ml,stepstone_de,2019-10-31,20191031000000,2019,Q4,October,wayback_machine,2025-08-20 22:31:15,True,False,True,False
job_2019_0055,Computer Vision Engineer,Deutsche Bank AG,finance,Stuttgart,"Join Deutsche Bank AG as a Computer Vision Engineer and work on cutting-edge AI/ML projects. Required skills: Keras, NumPy, PyTorch, SQL, Time Series Analysis, Risk Modeling, Scala, Java. Experience with data analysis and machine learning algorithms essential.","Keras, NumPy, PyTorch, SQL, Time Series Analysis, Risk Modeling, Scala, Java",8,ai/ml,stepstone_de,2019-06-22,20190622000000,2019,Q2,June,wayback_machine,2025-08-20 22:31:15,True,False,False,False
job_2019_0056,Data Analyst,SAP SE,large_tech,Frankfurt am Main,"Join SAP SE as a Data Analyst and work on cutting-edge AI/ML projects. Required skills: NumPy, Deep Learning, scikit-learn, Neural Networks, TensorFlow, Azure. Experience with data analysis and machine learning algorithms essential.","NumPy, Deep Learning, scikit-learn, Neural Networks, TensorFlow, Azure",6,ai/ml,stepstone_de,2019-11-29,20191129000000,2019,Q4,November,wayback_machine,2025-08-20 22:31:15,True,True,True,False
job_2019_0057,Künstliche Intelligenz Entwickler,Fraunhofer-Gesellschaft,research,Frankfurt am Main,"Fraunhofer-Gesellschaft is looking for a talented Künstliche Intelligenz Entwickler to join our data science team. Must have experience with: XGBoost, scikit-learn, pandas, Java, C++. Opportunity to work on large-scale machine learning systems.","XGBoost, scikit-learn, pandas, Java, C++",5,künstliche intelligenz,xing_jobs,2019-08-27,20190827000000,2019,Q3,August,wayback_machine,2025-08-20 22:31:15,False,False,False,False
job_2019_0058,Business Intelligence Analyst,Siemens AG,large_tech,München,"Siemens AG is looking for a talented Business Intelligence Analyst to join our data science team. Must have experience with: NumPy, PyTorch, Machine Learning, SQL, pandas, Random Forest. Opportunity to work on large-scale machine learning systems.","NumPy, PyTorch, Machine Learning, SQL, pandas, Random Forest",6,ai/ml,stepstone_de,2019-10-24,20191024000000,2019,Q4,October,wayback_machine,2025-08-20 22:31:15,True,False,False,False
